Date,TCWRS,ETI-5,eti_available_count,eti_raw_score,eti_capped_score,eti_cap_reason,Tail Risk,BCD,CP,bear_trend_score,bear_trend_floor_signal,red_confirmed_by,signal_before_stability_rule,signal_after_stability_rule,red_lock_active,Signal,Close,forward_5d_max_drawdown,forward_10d_max_drawdown,forward_20d_max_drawdown,forward_40d_max_drawdown,forward_60d_max_drawdown,Forward 20D Max Drawdown %,false_positive_20d,false_positive_40d,false_positive_60d,delayed_valid_signal,False Positive,Drawdown Avoided %
2022-09-06,23,1,1,1,1,available components <= 2; capped at 2,51.94,41.55,29.74,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14677.2,-1.82,-1.82,-9.38,-13.7,-13.7,-9.38,False,False,False,False,False,0.0
2022-09-07,31,1,1,1,1,available components <= 2; capped at 2,55.55,44.44,33.95,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14410.05,1.2,-0.87,-7.7,-12.1,-12.1,-7.7,False,False,False,False,False,0.0
2022-09-08,23,1,1,1,1,available components <= 2; capped at 2,53.21,42.57,30.1,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14583.42,-0.15,-3.19,-8.8,-13.15,-13.15,-8.8,False,False,False,False,False,0.0
2022-09-12,23,1,1,1,1,available components <= 2; capped at 2,50.18,40.15,29.25,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14807.43,-2.58,-6.95,-11.49,-14.46,-14.46,-11.49,False,False,False,False,False,0.0
2022-09-13,23,1,1,1,1,available components <= 2; capped at 2,49.01,39.21,28.92,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14894.41,-3.15,-7.49,-12.17,-14.96,-14.96,-12.17,False,False,False,False,False,0.0
2022-09-14,31,1,1,1,1,available components <= 2; capped at 2,52.2,41.76,33.02,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14658.31,-1.59,-8.13,-12.6,-13.59,-13.59,-12.6,False,False,False,False,False,0.0
2022-09-15,23,1,1,1,1,available components <= 2; capped at 2,52.04,41.63,29.77,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14670.04,-2.63,-8.21,-12.67,-13.66,-13.66,-12.67,False,False,False,False,False,0.0
2022-09-16,27,1,1,1,1,available components <= 2; capped at 2,53.5,42.8,31.78,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14561.76,-3.04,-7.81,-12.02,-13.02,-13.02,-12.02,False,False,False,False,False,0.0
2022-09-19,35,1,1,1,1,available components <= 2; capped at 2,55.34,44.27,35.49,4,Orange,,Orange,Orange,False,Orange,14425.68,-4.49,-7.8,-11.19,-12.2,-12.2,-11.19,False,False,False,False,False,12.2
2022-09-20,23,1,1,1,1,available components <= 2; capped at 2,53.67,42.93,30.23,4,Orange,,Orange,Orange,False,Orange,14549.3,-5.3,-8.58,-11.95,-12.94,-12.94,-11.95,False,False,False,False,False,12.94
2022-09-21,31,1,1,1,1,available components <= 2; capped at 2,55.35,44.28,33.9,4,Orange,,Orange,Orange,False,Orange,14424.52,-6.64,-7.79,-11.19,-12.19,-12.19,-11.19,False,False,False,False,False,12.19
2022-09-22,35,1,1,1,1,available components <= 2; capped at 2,57.24,45.79,36.03,4,Orange,,Orange,Orange,False,Orange,14284.63,-5.73,-6.89,-10.32,-11.33,-11.33,-10.32,False,False,False,False,False,11.33
2022-09-23,35,1,1,1,1,available components <= 2; capped at 2,59.48,47.59,36.66,4,Orange,,Orange,Orange,False,Orange,14118.38,-4.91,-5.79,-9.26,-10.29,-10.29,-9.26,False,False,False,False,False,10.29
2022-09-26,35,1,1,1,1,available components <= 2; capped at 2,64.07,51.26,37.94,4,Orange,,Orange,Orange,False,Orange,13778.19,-3.47,-4.88,-8.07,-8.07,-8.07,-8.07,False,False,True,False,False,8.07
2022-09-27,23,1,1,1,1,available components <= 2; capped at 2,63.42,50.74,32.96,4,Orange,,Orange,Orange,False,Orange,13826.59,-3.81,-5.39,-8.39,-8.39,-8.39,-8.39,False,False,True,False,False,8.39
2022-09-28,31,1,1,1,1,available components <= 2; capped at 2,68.28,54.63,37.52,4,Orange,,Orange,Orange,False,Orange,13466.07,-1.23,-4.87,-5.94,-5.94,-5.94,-5.94,False,True,True,False,False,5.94
2022-09-29,23,1,1,1,1,available components <= 2; capped at 2,67.36,53.89,34.06,4,Orange,,Orange,Orange,False,Orange,13534.26,-1.73,-5.35,-6.41,-6.41,-6.41,-6.41,False,True,True,False,False,6.41
2022-09-30,31,1,1,1,1,available components <= 2; capped at 2,68.84,55.08,37.68,4,Orange,,Orange,Orange,False,Orange,13424.58,-0.92,-4.57,-5.65,-5.65,-5.65,-5.65,False,True,True,False,False,5.65
2022-10-03,35,1,1,1,1,available components <= 2; capped at 2,70.52,56.42,39.75,4,Orange,,Orange,Orange,False,Orange,13300.48,-1.46,-3.68,-4.77,-4.77,-4.77,-4.77,True,True,True,False,True,4.77
2022-10-04,23,1,1,1,1,available components <= 2; capped at 2,66.79,53.44,33.9,4,Orange,,Orange,Orange,False,Orange,13576.52,-3.65,-5.64,-6.71,-6.71,-6.71,-6.71,False,True,True,False,False,6.71
2022-10-05,23,1,1,1,1,available components <= 2; capped at 2,63.76,51.01,33.05,4,Orange,,Orange,Orange,False,Orange,13801.43,-7.18,-7.18,-8.23,-8.23,-8.23,-8.23,False,False,True,False,False,8.23
2022-10-06,23,1,1,1,1,available components <= 2; capped at 2,62.54,50.03,32.71,4,Orange,,Orange,Orange,False,Orange,13892.05,-7.78,-7.78,-8.82,-8.82,-8.82,-8.82,False,False,True,False,False,8.82
2022-10-07,31,1,1,1,1,available components <= 2; capped at 2,65.1,52.08,36.63,4,Orange,,Orange,Orange,False,Orange,13702.28,-6.51,-6.51,-7.56,-7.56,-7.56,-7.56,False,True,True,False,False,7.56
2022-10-11,38,1,1,1,1,available components <= 2; capped at 2,73.14,58.51,41.68,4,Orange,,Orange,Orange,False,Orange,13106.03,-2.25,-3.36,-3.36,-3.36,-3.36,-3.36,True,True,True,False,True,3.36
2022-10-12,35,1,1,1,1,available components <= 2; capped at 2,73.48,58.78,40.57,4,Orange,,Orange,Orange,False,Orange,13081.24,-2.07,-3.17,-3.17,-3.17,-3.17,-3.17,True,True,True,False,True,3.17
2022-10-13,35,1,1,1,1,available components <= 2; capped at 2,77.13,61.7,41.6,4,Orange,,Orange,Orange,False,Orange,12810.73,1.06,-1.13,-1.13,-1.13,-1.13,-1.13,True,True,True,False,True,1.13
2022-10-14,23,1,1,1,1,available components <= 2; capped at 2,72.85,58.28,35.6,4,Orange,,Orange,Orange,False,Orange,13128.12,-2.35,-3.52,-3.52,-3.52,-3.52,-3.52,True,True,True,False,True,3.52
2022-10-17,31,1,1,1,1,available components <= 2; capped at 2,75.03,60.03,39.41,4,Orange,,Orange,Orange,False,Orange,12966.05,-1.13,-2.31,-2.31,-2.31,-2.31,-2.31,True,True,True,False,True,2.31
2022-10-18,23,1,1,1,1,available components <= 2; capped at 2,72.89,58.31,35.61,4,Orange,,Orange,Orange,False,Orange,13124.68,-3.49,-3.49,-3.49,-3.49,-3.49,-3.49,True,True,True,False,True,3.49
2022-10-19,31,1,1,1,1,available components <= 2; capped at 2,74.89,59.91,39.37,4,Orange,,Orange,Orange,False,Orange,12976.76,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,True,True,True,False,True,2.39
2022-10-20,35,1,1,1,1,available components <= 2; capped at 2,75.3,60.24,41.08,4,Orange,,Orange,Orange,False,Orange,12946.1,-2.16,-2.16,-2.16,-2.16,-2.16,-2.16,True,True,True,False,True,2.16
2022-10-21,35,1,1,1,1,available components <= 2; capped at 2,77.01,61.61,41.56,4,Orange,,Orange,Orange,False,Orange,12819.2,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,True,True,True,False,True,1.19
2022-10-24,23,1,1,1,1,available components <= 2; capped at 2,76.5,61.2,36.62,4,Orange,,Orange,Orange,False,Orange,12856.98,-1.48,-1.48,-1.48,-1.48,-1.48,-1.48,True,True,True,False,True,1.48
2022-10-25,31,1,1,1,1,available components <= 2; capped at 2,79.08,63.26,40.54,4,Orange,,Orange,Orange,False,Orange,12666.12,0.5,0.5,0.5,0.5,0.5,0.5,True,True,True,False,True,0.0
2022-10-26,23,1,1,1,1,available components <= 2; capped at 2,78.23,62.58,37.1,4,Orange,,Orange,Orange,False,Orange,12729.05,0.47,0.47,0.47,0.47,0.47,0.47,True,True,True,False,True,0.0
2022-10-27,23,1,1,1,1,available components <= 2; capped at 2,75.57,60.45,36.36,4,Orange,,Orange,Orange,False,Orange,12926.37,-1.07,-1.07,-1.07,-1.07,-1.07,-1.07,True,True,True,False,True,1.07
2022-10-28,31,1,1,1,1,available components <= 2; capped at 2,77.43,61.94,40.08,4,Orange,,Orange,Orange,False,Orange,12788.42,1.26,1.26,1.26,1.26,1.26,1.26,True,True,True,False,True,0.0
2022-10-31,23,1,1,1,1,available components <= 2; capped at 2,75.25,60.2,36.27,4,Orange,,Orange,Orange,False,Orange,12949.75,0.28,0.28,0.28,0.28,0.28,0.28,True,True,True,False,True,0.0
2022-11-01,23,1,1,1,1,available components <= 2; capped at 2,74.07,59.26,35.94,4,Orange,,Orange,Orange,False,Orange,13037.21,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,True,True,True,False,True,0.39
2022-11-02,15,0,1,0,0,available components <= 2; capped at 2,73.22,58.58,26.5,4,Orange,,Orange,Orange,False,Orange,13100.17,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,True,True,True,False,True,0.87
2022-11-03,31,1,1,1,1,available components <= 2; capped at 2,74.76,59.8,39.33,4,Orange,,Orange,Orange,False,Orange,12986.6,0.31,0.31,0.31,0.31,0.31,0.31,True,True,True,False,True,0.0
2022-11-04,15,0,1,0,0,available components <= 2; capped at 2,74.21,59.37,26.78,4,Orange,,Orange,Orange,False,Orange,13026.71,1.51,1.51,1.51,1.51,1.51,1.51,True,True,True,False,True,0.0
2022-11-07,15,0,1,0,0,available components <= 2; capped at 2,71.56,57.24,26.04,4,Orange,,Orange,Orange,False,Orange,13223.73,0.94,0.94,0.94,0.94,0.94,0.94,True,True,True,False,True,0.0
2022-11-08,15,0,1,0,0,available components <= 2; capped at 2,69.88,55.91,25.57,4,Orange,,Orange,Orange,False,Orange,13347.76,1.17,1.17,1.17,1.17,1.17,1.17,True,True,True,False,True,0.0
2022-11-09,15,0,1,0,0,available components <= 2; capped at 2,65.95,52.76,24.47,4,Orange,,Orange,Orange,False,Orange,13638.81,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,True,True,True,False,True,0.99
2022-11-10,23,0,1,0,0,available components <= 2; capped at 2,67.78,54.22,28.18,4,Orange,,Orange,Orange,False,Orange,13503.76,3.73,3.73,3.73,3.73,3.73,3.73,True,True,True,False,True,0.0
2022-11-11,0,0,1,0,0,available components <= 2; capped at 2,60.98,48.78,17.07,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14007.56,1.19,1.19,1.19,0.55,0.55,1.19,False,False,False,False,False,0.0
2022-11-14,0,0,1,0,0,available components <= 2; capped at 2,58.72,46.98,16.44,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14174.9,2.33,1.94,1.94,-0.63,-0.63,1.94,False,False,False,False,False,0.0
2022-11-15,0,0,1,0,0,available components <= 2; capped at 2,53.71,42.97,15.04,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14546.31,-0.67,-0.67,-0.67,-3.17,-3.17,-0.67,False,False,False,False,False,0.0
2022-11-16,4,0,1,0,0,available components <= 2; capped at 2,53.83,43.06,16.67,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14537.35,-0.61,-0.61,-0.61,-3.11,-3.11,-0.61,False,False,False,False,False,0.0
2022-11-17,4,0,1,0,0,available components <= 2; capped at 2,53.86,43.09,16.68,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14535.23,-0.59,-0.59,-0.59,-3.1,-3.1,-0.59,False,False,False,False,False,0.0
2022-11-18,4,0,1,0,0,available components <= 2; capped at 2,54.27,43.41,16.79,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14504.99,-0.38,-0.38,-0.38,-2.9,-2.9,-0.38,False,False,False,False,False,0.0
2022-11-19,4,0,1,0,0,available components <= 2; capped at 2,54.27,43.41,16.79,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14504.99,-0.38,-0.38,-0.38,-2.9,-2.9,-0.38,False,False,False,False,False,0.0
2022-11-21,8,0,1,0,0,available components <= 2; capped at 2,55.02,44.01,18.6,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14449.39,0.64,0.64,-0.11,-2.52,-2.52,-0.11,False,False,False,False,False,0.0
2022-11-22,0,0,1,0,0,available components <= 2; capped at 2,53.76,43.01,15.05,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14542.2,0.1,0.1,-2.56,-3.14,-3.14,-2.56,False,False,False,False,False,0.0
2022-11-23,0,0,1,0,0,available components <= 2; capped at 2,52.87,42.29,14.8,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,14608.54,-0.35,-0.35,-3.0,-3.58,-3.58,-3.0,False,False,False,False,False,0.0
2022-11-24,0,0,1,0,0,available components <= 2; capped at 2,50.5,40.4,14.14,2,Yellow,,Yellow,Yellow,False,Yellow,14784.0,-1.54,-1.56,-4.15,-4.73,-4.73,-4.15,False,False,False,False,False,0.0
2022-11-25,4,0,1,0,0,available components <= 2; capped at 2,50.57,40.46,15.76,2,Yellow,,Yellow,Yellow,False,Yellow,14778.51,-1.5,-1.53,-4.12,-4.69,-4.69,-4.12,False,False,False,False,False,0.0
2022-11-28,12,0,1,0,0,available components <= 2; capped at 2,53.57,42.85,19.8,2,Yellow,,Yellow,Yellow,False,Yellow,14556.87,1.05,-0.03,-2.66,-3.24,-3.24,-2.66,False,False,False,False,False,0.0
2022-11-29,0,0,1,0,0,available components <= 2; capped at 2,51.5,41.2,14.42,0,,,Yellow,Yellow,False,Yellow,14709.64,0.13,-1.27,-3.67,-4.25,-4.25,-3.67,False,False,False,False,False,0.0
2022-11-30,0,0,1,0,0,available components <= 2; capped at 2,49.21,39.37,13.78,0,,,Yellow,Yellow,False,Yellow,14879.55,-1.68,-2.4,-4.77,-5.34,-5.34,-4.77,False,False,False,False,False,0.0
2022-12-01,0,0,1,0,0,available components <= 2; capped at 2,47.41,37.93,13.28,0,,,Yellow,Yellow,False,Yellow,15012.8,-3.06,-3.26,-6.18,-6.18,-6.18,-6.18,False,False,False,False,False,0.0
2022-12-02,4,0,1,0,0,available components <= 2; capped at 2,47.98,38.39,15.03,0,,,Yellow,Yellow,False,Yellow,14970.68,-2.79,-2.99,-5.92,-5.92,-5.92,-5.92,False,False,False,False,False,0.0
2022-12-05,0,0,1,0,0,available components <= 2; capped at 2,47.85,38.28,13.4,0,,,Yellow,Yellow,False,Yellow,14980.74,-2.85,-3.65,-5.98,-5.98,-5.98,-5.98,False,False,False,False,False,0.0
2022-12-06,12,0,1,0,0,available components <= 2; capped at 2,51.24,41.0,19.15,2,Yellow,,Yellow,Yellow,False,Yellow,14728.88,-1.4,-3.79,-4.37,-4.37,-4.37,-4.37,False,False,False,False,False,0.0
2022-12-07,8,0,1,0,0,available components <= 2; capped at 2,52.58,42.06,17.92,2,Yellow,,Yellow,Yellow,False,Yellow,14630.01,-0.73,-3.14,-3.73,-3.73,-3.73,-3.73,False,False,False,False,False,0.0
2022-12-08,32,1,1,1,1,available components <= 2; capped at 2,53.62,42.89,33.81,2,Yellow,,Yellow,Yellow,False,Yellow,14553.04,-0.21,-2.63,-3.22,-3.22,-3.22,-3.22,False,False,False,False,False,0.0
2022-12-09,4,0,1,0,0,available components <= 2; capped at 2,51.56,41.25,16.04,0,,,Yellow,Yellow,False,Yellow,14705.43,-1.24,-3.64,-4.22,-4.22,-4.22,-4.22,False,False,False,False,False,0.0
2022-12-12,20,1,1,1,1,available components <= 2; capped at 2,52.81,42.25,28.79,0,,,Yellow,Yellow,False,Yellow,14612.59,-1.23,-3.03,-3.61,-3.61,-3.61,-3.61,False,False,False,False,False,0.0
2022-12-13,32,1,1,1,1,available components <= 2; capped at 2,54.02,43.22,33.93,2,Yellow,,Yellow,Yellow,False,Yellow,14522.96,-2.43,-2.43,-3.02,-3.02,-3.02,-3.02,False,False,False,False,False,0.0
2022-12-14,0,0,1,0,0,available components <= 2; capped at 2,51.1,40.88,14.31,0,,,Yellow,Yellow,False,Yellow,14739.36,-3.86,-3.86,-4.44,-4.44,-4.44,-4.44,False,False,False,False,False,0.0
2022-12-15,4,0,1,0,0,available components <= 2; capped at 2,51.17,40.94,15.93,0,,,Yellow,Yellow,False,Yellow,14734.13,-3.83,-4.41,-4.41,-4.41,-4.41,-4.41,False,False,False,False,False,0.0
2022-12-16,28,1,1,1,1,available components <= 2; capped at 2,53.95,43.16,32.31,0,,,Yellow,Yellow,False,Yellow,14528.55,-2.47,-3.05,-3.05,-3.05,-3.05,-3.05,False,False,False,False,False,0.0
2022-12-19,32,1,1,1,1,available components <= 2; capped at 2,55.23,44.19,34.27,0,,,Yellow,Yellow,False,Yellow,14433.32,-1.82,-2.41,-2.41,-2.41,-2.41,-2.41,False,False,False,False,False,0.0
2022-12-20,32,1,1,1,1,available components <= 2; capped at 2,58.79,48.0,35.36,0,,,Yellow,Yellow,False,Yellow,14170.03,0.45,-0.6,-0.6,-0.6,-0.6,-0.6,False,False,False,False,False,0.0
2022-12-21,20,1,1,1,1,available components <= 2; capped at 2,57.92,46.33,30.22,0,,,Yellow,Yellow,False,Yellow,14234.4,-0.43,-1.05,-1.05,-1.05,-1.05,-1.05,False,False,False,False,False,0.0
2022-12-22,20,1,1,1,1,available components <= 2; capped at 2,55.1,44.08,29.43,0,,,Yellow,Yellow,False,Yellow,14442.94,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,False,False,False,False,False,0.0
2022-12-23,28,1,1,1,1,available components <= 2; capped at 2,57.41,45.93,33.28,0,,,Yellow,Yellow,False,Yellow,14271.63,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,False,False,False,False,False,0.0
2022-12-26,20,1,1,1,1,available components <= 2; capped at 2,57.23,45.79,30.03,0,,,Yellow,Yellow,False,Yellow,14285.13,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,False,False,False,False,False,0.0
2022-12-27,20,1,1,1,1,available components <= 2; capped at 2,56.65,45.32,29.86,0,,,Yellow,Yellow,False,Yellow,14328.43,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,False,False,False,False,False,0.0
2022-12-28,28,1,1,1,1,available components <= 2; capped at 2,58.74,47.0,33.65,0,,,Yellow,Yellow,False,Yellow,14173.1,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,False,False,False,False,False,0.0
2022-12-29,32,1,1,1,1,available components <= 2; capped at 2,59.93,47.95,35.58,0,,,Yellow,Yellow,False,Yellow,14085.02,0.37,0.37,0.37,0.37,0.37,0.37,False,False,False,False,False,0.0
2022-12-30,20,1,1,1,1,available components <= 2; capped at 2,59.22,47.38,30.58,0,,,Yellow,Yellow,False,Yellow,14137.69,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0
